PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,REGION,SUB_REGION,LAT_DEGREES,LON_DEGREES,AVG_DEPTH,percentCover_HardCoral,percentCvr_HydroCoral,percentCvr_CCA,percentCvr_Substrate,percentCvr_Sponges,percentCvr_MacroAlgae,percentCvr_SoftCorals,percentCvr_Seagrasses,percentCvr_TurfAlgae,parrotfish_Density,parrotfish_Biomass_kg_transect,parrotfish_Biomass_kg_ha,HardCoral_G,HydroCoral_G,CCA_G,Macrobioerosion_G,Microbioerosion_G,Diadema_G,Parrotfish_G,GrossProduction_G,GrossErosion_G,NetProduction_G,ReefAccretionPotential
1201,2016,12,7,FLK,Upper Keys,25.20969,-80.21816,5.63879982,28.78787879,1.515151515,9.090909091,4.545454545,1.515151515,18.18181819,0,0,30.30303031,1747.159091,1.436056208,81.13311908,2.902135601,0.017117218,0.022930416,0,-0.240769363,0,-0.29500197,2.942183234,-0.535771334,2.406411901,2.22167927
1202,2014,6,24,FLK,Upper Keys,25.1245,-80.3007,5.029199839,0,3,3.5,47,2.5,11,2.5,5,29,1598.011364,2.669761153,150.8339635,0,0.032312564,0.008416775,0,-0.162323516,-0.006063837,-0.098706769,0.040729339,-0.267094122,-0.226364783,-0.208987474
1204,2014,6,24,FLK,Upper Keys,25.12256667,-80.29783333,3.027679903,4.5,2,9,4.5,2,34,5.5,0,31,2784.715909,6.799343728,384.1437135,0.329724694,0.022764884,0.022872069,0,-0.2541341,0,-3.290724529,0.375361647,-3.544858629,-3.169496982,-2.926184722
1205,2014,6,25,FLK,Upper Keys,25.12328333,-80.2975,3.165230668,13,2,10,0,3,19.5,5,0,33.5,3655.369318,22.02399892,1244.293724,0.899589194,0.02223693,0.024824033,0,-0.248240327,0,-2.148994952,0.946650156,-2.397235279,-1.450585123,-1.339228291
1207,2014,6,26,FLK,Upper Keys,25.10786667,-80.3061,4.733364555,5,1.5,5.5,16.5,4,38,3,0,17.5,1984.857955,3.497816762,197.6167662,0.246896152,0.016354131,0.01338833,0,-0.22273313,0,-1.004152382,0.276638613,-1.226885513,-0.950246899,-0.87729945
1208,2014,6,26,FLK,Upper Keys,25.11208333,-80.30316667,4.067907562,9,3,9,1,1,26.5,2,0,52,3409.090909,13.51951721,763.8145316,0.583722971,0.033430949,0.022392236,0,-0.248802621,0,-3.182993113,0.639546155,-3.431795734,-2.792249579,-2.577897409
1209,2014,7,21,FLK,Upper Keys,25.03803333,-80.35083333,2.285999927,0,0,2,9.5,0,68,0,0,22,1335.227273,0.140634545,7.9454545,0,0,0.004821094,0,-0.231412519,-0.001515959,-0.000281218,0.004821094,-0.233209696,-0.228388602,-0.210855931
1210,2014,7,21,FLK,Upper Keys,25.03375,-80.35125,4.05129987,1,3,19,9,2,14.5,5,0,45.5,1893.522727,2.965541108,167.5446953,0.014640525,0.032923678,0.0465552,0,-0.238901683,0,-1.192446044,0.094119403,-1.431347727,-1.337228324,-1.234573535
1211,2014,7,14,FLK,Upper Keys,25.03613333,-80.346,11.73479962,3,2,6.5,7.5,5,36.5,9,0,27.5,1228.693182,2.480805358,140.1584948,0.124964026,0.021498776,0.0156,0,-0.2364,0,-1.647802573,0.162062802,-1.884202573,-1.722139771,-1.589936547
1213,2016,12,8,FLK,Upper Keys,25.24075,-80.20821,8.534399727,2,1,0,33,8,12,1,0,40,1363.636364,2.44244289,137.9911237,0.127267216,0.010794753,0,0,-0.212091322,0,-1.479402796,0.138061969,-1.691494118,-1.553432148,-1.434180075
1214,2014,6,10,FLK,Upper Keys,25.01423333,-80.37548333,3.047999902,0,0,1,63.5,0,17.5,0,0,18,426.1363636,0.040698311,2.299339624,0,0,0.002404201,0,-0.20435705,0,0,0.002404201,-0.20435705,-0.20195285,-0.186449568
1215,2014,6,10,FLK,Upper Keys,25.00858333,-80.37361667,11.81607962,4,4,1,11,9,30.5,3,0,42.5,2189.090909,6.160364025,348.0431653,0.199371222,0.042997552,0.0024,0,-0.24,0,-2.744561341,0.244768774,-2.984561341,-2.739792567,-2.529467356
1216,2014,9,13,FLK,Upper Keys,25.0119,-80.37018333,11.42999963,3,1,1,4.5,4,2,3,0,83.5,1320.340909,1.351347927,76.34734052,0.099656807,0.010776231,0.002405993,0,-0.23819333,0,-0.359490002,0.112839031,-0.597683331,-0.4848443,-0.447624336
1222,2014,10,17,FLK,Upper Keys,24.93858333,-80.55133333,5.709138279,18.5,0,1,45,4.5,18.5,2,0,19,1228.693182,10.26710439,580.0623947,1.167693334,0,0.00241297,-0.001216539,-0.213636357,0,-0.657412105,1.170106304,-0.872265001,0.297841304,0.274976969
1225,2014,11,8,FLK,Middle Keys,24.66585,-81.10263333,5.867399812,12,1,2.5,37,6,45,1.5,0,4,1343.75,2.203612892,124.4979035,0.790336746,0.010749388,0.006,-0.000605,-0.1536,0,-0.85191009,0.807086134,-1.00611509,-0.199028956,-0.183750132
1226,2014,11,10,FLK,Middle Keys,24.66811667,-81.0681,5.710989291,30,1,10,8,8.5,0,10,0,27.5,727.2727273,0.421847585,23.83319688,1.827412153,0.010749388,0.024,0,-0.2352,0,-0.244071617,1.862161541,-0.479271617,1.382889925,1.276729839
1226,2018,11,27,FLK,Biscayne,25.72952,-80.10028,7.010399776,3,0,2,8,6,34,1,0,26,909.0909091,0.797726088,45.0692705,0.19650757,0,0.004886023,0,-0.225638816,0,-0.353539521,0.201393592,-0.579178337,-0.377784745,-0.348783405
1227,2014,11,9,FLK,Middle Keys,24.67058333,-81.0616,7.772399751,37,0,2,11,9.5,0,1.5,0,39.5,1571.022727,1.562340423,88.26782051,2.038537058,0,0.0048,-0.000605,-0.2232,0,-1.005378579,2.043337058,-1.229183579,0.81415348,0.751653492
1229,2014,10,18,FLK,Upper Keys,24.89796667,-80.61701667,3.615266551,51.5,0,7.5,5.5,1.5,16.5,2,0,20,3028.551136,1.724805072,97.44661424,4.507791818,0,0.018,0,-0.2364,0,-0.933783391,4.525791818,-1.170183391,3.355608427,3.09800898
1229,2016,12,8,FLK,Upper Keys,25.24529,-80.19686,6.095999805,1,2,5,7,2,51,3,0,24,738.6363636,1.737411134,98.1588211,0.059687186,0.022140238,0.012358046,-0.000623051,-0.229859647,0,-0.669647301,0.094185469,-0.900129999,-0.80594453,-0.744074717
1230,2018,10,24,FLK,Biscayne,25.5634722,-80.0985319,11.58239963,4,2,0,0,2,55,3,0,34,1463.068182,0.722427363,40.81510523,0.294047501,0.021582637,0,-0.00121472,-0.192748944,0,-0.248194163,0.315630138,-0.442157826,-0.126527688,-0.116814558
1231,2014,10,18,FLK,Upper Keys,24.90063333,-80.61763333,2.978727177,46,1,4.5,7,0,30,0,0,12,1889.204545,1.408310215,79.56554887,4.838709212,0.010749388,0.0108,0,-0.2292,0,-0.30492387,4.8602586,-0.53412387,4.32613473,3.994031048
1231,2018,8,14,FLK,Lower Keys,24.538233,-81.453367,6.2483998,2,1,0,4,3,43,2,0,39,582.3863636,0.350984251,19.82961868,0.114849832,0.010852951,0,0,-0.23261975,0,-0.005236937,0.125702783,-0.237856688,-0.112153905,-0.103544204
1232,2014,10,17,FLK,Upper Keys,24.95211667,-80.53685,5.791199815,26.5,1,1,43.5,7.5,7.5,1.5,0,21,1272.329545,0.282521861,15.96168707,2.186843483,0.010817441,0.002415194,-0.002435321,-0.147624394,0,-0.003729519,2.200076119,-0.153789234,2.046286885,1.889199912
1233,2014,9,7,FLK,Upper Keys,24.98661667,-80.46985,3.200399898,22.5,1,5,22,10,4,9,0,34.5,1363.636364,0.257005519,14.52008583,2.479852336,0.010833173,0.012093533,0,-0.203171356,-0.001515959,-0.001239303,2.502779043,-0.205926618,2.296852425,2.120530328
1235,2014,9,29,FLK,Middle Keys,24.70518333,-80.93776667,6.621779788,17,1,3,31.5,15.5,6.5,3.5,0,25,1860.795455,1.597616656,90.260828,0.957911709,0.010768324,0.007212684,0,-0.193540345,-0.001515959,-0.246006678,0.975892717,-0.441062983,0.534829734,0.493772547
1236,2014,9,29,FLK,Middle Keys,24.71021667,-80.92931667,7.756357646,39,0,2,9.5,7.5,1,4,0,38,2589.829545,1.188182063,67.12893012,2.476042804,0,0.0048,-0.0015125,-0.2256,0,-0.124553908,2.480842804,-0.351666408,2.129176396,1.965726258
1236,2018,10,25,FLK,Lower Keys,24.57032,-81.31096,10.05839968,11,0,3,12,5,38,0,0,28,14.20454545,0.011541355,0.652053932,0.601346072,0,0.007265479,0,-0.213120709,0,-8.91E-05,0.60861155,-0.213209762,0.395401789,0.365048044
1237,2014,6,16,FLK,Upper Keys,24.95825,-80.49045,4.419599859,3,1,1.5,20.5,4,35,5,5,16.5,2064.744318,1.158802103,65.46904538,0.273454518,0.010863055,0.003638067,0,-0.2088,0,-0.423939797,0.28795564,-0.632739797,-0.344784157,-0.318316168
1239,2014,11,16,FLK,Upper Keys,24.90976667,-80.54125,5.550876745,2,2,2,28.5,1.5,17.5,4,0,38.5,419.0340909,0.398109626,22.49206928,0.095384505,0.021530894,0.004807171,0,-0.210001605,0,-0.00425774,0.12172257,-0.214259345,-0.092536775,-0.085433019
1241,2014,6,16,FLK,Upper Keys,24.9439,-80.47963333,3.505199888,0,0,1,16.5,0,46,0,0,38,901.9886364,0.153264506,8.659011635,0,0,0.002408945,0,-0.2064,0,-0.000902093,0.002408945,-0.207302093,-0.204893148,-0.189164149
1243,2014,11,16,FLK,Upper Keys,24.914,-80.53533333,4.724399849,0,0,20.5,38.5,0,35,0,1,5.5,1546.676136,0.879966589,49.71562653,0,0,0.049247336,0,-0.159601607,0,-0.008097592,0.049247336,-0.1676992,-0.118451864,-0.109358689
1243,2016,11,10,FLK,Upper Keys,25.12653,-80.26644,25.45079919,7,1,8,0,12,19,7,0,34,636.9034091,0.879695382,49.70030408,0.363288397,0.010749388,0.0192,-0.001815,-0.2376,0,-0.038374185,0.393237785,-0.277789185,0.1154486,0.106585976
1244,2018,11,8,FLK,Upper Keys,24.95724,-80.44915,20.26919935,4,0,0,3,4,37,5,0,45,889.8295455,0.438403103,24.76853689,0.134256226,0,0,0,-0.2304,0,-0.069775304,0.134256226,-0.300175304,-0.165919078,-0.153181995
1245,2014,11,8,FLK,Middle Keys,24.63311667,-81.08706667,4.648199851,3,2.5,0,15.5,7.5,5,4,0,61.5,930.3977273,1.949437587,110.1377168,0.15191207,0.027280074,0,0,-0.233886024,0,-0.684192242,0.179192144,-0.918078266,-0.738886121,-0.68216417
1245,2018,8,10,FLK,Upper Keys,25.174083,-80.2342,16.61159947,0,0,1,19,1,38,0,0,34,1264.204545,4.993917371,282.1422243,0,0,0.0024,0,-0.1872,0,-0.33140079,0.0024,-0.51860079,-0.51620079,-0.476573688
1246,2014,11,1,FLK,Middle Keys,24.67776667,-80.9518,6.857999781,3,3,0,60,9,5.5,6,0,15.5,1157.670455,1.556616454,87.94443241,0.160905392,0.03239611,0,0,-0.179620288,0,-0.27913052,0.193301502,-0.458750808,-0.265449306,-0.245071602
1247,2016,12,14,FLK,Upper Keys,24.94656,-80.55196,2.743199912,9,1,1,0,2,13,0,0,72,2336.676136,6.445437038,364.1489852,0.847592575,0.010923424,0.002438857,0,-0.185353119,0,-0.783875063,0.860954856,-0.969228182,-0.108273325,-0.099961524
1250,2016,8,8,FLK,Middle Keys,24.65144,-81.1423,9.296399703,4,0,0,43,6,41,0,0,6,1178.977273,0.10637353,6.009803972,0.297733747,0,0,0,-0.1368,0,0,0.297733747,-0.1368,0.160933747,0.148579372
1253,2014,11,9,FLK,Middle Keys,24.66108333,-80.99948333,6.33152707,2,1,1,47.5,1,4,2,0,43.5,461.6761364,1.851261145,104.5910251,0.121468015,0.010825214,0.00241693,0,-0.20060515,0,-0.250990434,0.134710158,-0.451595584,-0.316885425,-0.292559133
1254,2014,9,28,FLK,Middle Keys,24.73276667,-80.80435,13.96092812,6,2,14.5,17.5,12.5,7,3.5,0,34.5,1427.556818,1.588668622,89.75528936,0.290787026,0.021498776,0.0348,0,-0.2208,0,-0.706295139,0.347085802,-0.927095139,-0.580009337,-0.535483854
1254,2018,8,6,FLK,Upper Keys,25.058367,-80.39885,2.438399922,0,0,0,46,0,3,0,0,51,56.81818182,0.005759515,0.325396338,0,0,0,0,-0.238260544,0,0,0,-0.238260544,-0.238260544,-0.219970036
1255,2014,9,27,FLK,Middle Keys,24.812,-80.67341667,11.88719962,1.5,0,2,63.5,5,7.5,1,0,20.5,170.4545455,0.028182826,1.592250054,0.086142358,0,0.004816016,0,-0.161336529,-0.001515959,-0.000281218,0.090958374,-0.163133707,-0.072175333,-0.066634661
1256,2014,9,27,FLK,Middle Keys,24.81883333,-80.67473333,8.922326987,0,0,2,44.5,6,39,0,0,7.5,85.22727273,0.008117355,0.458607615,0,0,0.004822352,0,-0.217005835,-0.003031919,0,0.004822352,-0.220037754,-0.215215402,-0.198693996
1256,2016,12,13,FLK,Upper Keys,24.93758,-80.54753,3.962399873,8,2,4,5,5,30,2,0,31,2549.715909,4.010693219,226.5928372,0.588628605,0.025308002,0.011300961,0,-0.230132489,0,-2.783087794,0.625237569,-3.013220283,-2.387982714,-2.204664833
1256,2018,8,13,FLK,Lower Keys,24.4827,-81.712217,1.371599956,3,1,0,6,0,0,4,0,76,2897.727273,6.538929636,369.4310529,0.202825447,0.010759491,0,0,-0.240225565,0,-2.686707288,0.213584938,-2.926932853,-2.713347915,-2.505052777
1257,2014,9,27,FLK,Middle Keys,24.82128333,-80.66045,9.837419685,1,2,1,45,4,8.5,1,0,40,646.3068182,0.06242647,3.526919236,0.048196132,0.021684155,0.002420695,0,-0.228755649,0,0,0.072300982,-0.228755649,-0.156454667,-0.144444137
1257,2016,9,29,FLK,Upper Keys,24.90062,-80.6171,3.352799893,34,0,8,6,2,23,2,0,25,2102.272727,4.047111771,228.6503825,3.451771285,0,0.0192,0,-0.2352,0,-0.625382363,3.470971285,-0.860582363,2.610388923,2.409997621
1257,2018,9,11,FLK,Lower Keys,24.45254,-81.87693,3.657599883,12,0,15,0,5,16,9,0,31,1818.181818,3.946684862,222.9765459,0.869925815,0,0.041882196,0,-0.27921464,0,-1.482884902,0.911808011,-1.762099542,-0.85029153,-0.785017338
1259,2016,8,12,FLK,Middle Keys,24.65291,-81.02397,4.724399849,3,2,0,4,0,25,1,0,63,980.1136364,0.492216715,27.80885394,0.173945416,0.021631643,0,0,-0.231823921,0,-0.027348696,0.195577059,-0.259172617,-0.063595558,-0.058713528
1263,2014,11,8,FLK,Middle Keys,24.63258333,-81.08893333,4.582159854,6,0,20,4,5,9,3.5,0,41.5,198.8636364,0.384733155,21.73633641,0.364929162,0,0.05095,0,-0.250928751,-0.001515959,-0.163057128,0.415879162,-0.415501838,0.000377324,0.000348358
1265,2014,9,29,FLK,Middle Keys,24.71238333,-80.8483,14.87504163,11.5,1,8,19.5,18.5,13,2,0,29.5,1519.886364,1.530369077,86.46152976,0.740225168,0.010749388,0.0192,0,-0.204,0,-0.283327608,0.770174556,-0.487327608,0.282846948,0.261133682
1265,2016,12,14,FLK,Upper Keys,24.9466,-80.47281,4.876799844,4,0,3,0,2,23,2,0,64,667.6136364,1.089226525,61.53822177,0.251648363,0,0.007281144,-0.000611818,-0.24,0,-0.676426262,0.258929507,-0.91703808,-0.658108573,-0.607587659
1267,2014,9,26,FLK,Middle Keys,24.7811,-80.7117,11.27759964,0,0,0,85.5,8,5,3,0,2,113.6363636,0.011195636,0.632521813,0,0,0,0,-0.057851059,-0.003031919,0,0,-0.060882977,-0.060882977,-0.056209183
1269,2014,9,27,FLK,Middle Keys,24.80881667,-80.67545,13.47046624,15,3,16.5,27,5.5,15,2.5,0,18.5,1427.556818,0.78178041,44.16838477,1.406531196,0.032258942,0.039613235,0,-0.210070187,0,-0.063431093,1.478403373,-0.27350128,1.204902093,1.11240557
1270,2014,10,19,FLK,Upper Keys,24.85305,-80.61023333,9.601199693,3,2,5.5,48.5,9,13,1,0,22.5,3416.193182,19.17357811,1083.253001,0.139449673,0.021579665,0.013249665,0,-0.161405011,-0.001515959,-7.074124196,0.174279003,-7.237045166,-7.062766163,-6.520579941
1271,2014,11,16,FLK,Upper Keys,24.90533333,-80.5269,12.20372268,4,2.5,1,16,7,21,4,0,45.5,1207.386364,1.22913976,69.44292427,0.203261563,0.027233528,0.002432156,0,-0.222164994,0,-0.380632584,0.232927246,-0.602797579,-0.369870332,-0.341476556
1272,2014,10,19,FLK,Upper Keys,24.9136,-80.5137,10.45209967,3,2.307692308,1,11.38461538,19.34615385,4,2.269230769,0,60.30769231,2282.471591,5.745978051,324.6315283,0.131284572,0.025073203,0.002425825,0,-0.230267575,0,-1.444805725,0.1587836,-1.6750733,-1.5162897,-1.399888935
1274,2018,8,20,FLK,Lower Keys,24.46324,-81.83986,3.809999878,1,1,0,7,3,41,2,0,39,1136.363636,2.002716958,113.1478507,0.058904802,0.010925011,0,0,-0.22684663,0,-0.477915207,0.069829813,-0.704761837,-0.634932024,-0.586190301
1275,2018,9,10,FLK,Lower Keys,24.46214,-81.83986,5.94359981,3,1,0,1,4,26,11,0,46,1164.772727,4.07558704,230.2591548,0.171973915,0.010852219,0,0,-0.239872938,0,-0.39924224,0.182826134,-0.639115178,-0.456289044,-0.421261177
1282,2016,12,13,FLK,Upper Keys,24.92227,-80.50582,6.2483998,8,1,0,2,6,26,2,0,33,1804.005682,5.198665195,293.709898,2.470527653,0.011310935,0,-0.000636605,-0.234497254,0,-3.105715662,2.481838588,-3.340849521,-0.859010933,-0.79306738
1284,2016,9,30,FLK,Upper Keys,24.84862,-80.61772,6.55319979,3,1,0,1,4,34,2,0,50,1448.863636,0.600534718,33.92851513,0.185660295,0.01100798,0,0,-0.245773545,0,-0.246500052,0.196668275,-0.492273597,-0.295605323,-0.272912637
1285,2014,6,8,FLK,Upper Keys,24.9562,-80.45698333,6.945085492,1,1,3,20.5,3,24,2.5,0,43.5,802.5852273,0.473551167,26.7543032,0.060475195,0.01121627,0.00751272,0,-0.2244,0,-0.162264612,0.079204185,-0.386664612,-0.307460426,-0.283857661
1285,2016,8,8,FLK,Middle Keys,24.62667,-81.10922,4.571999854,4,1,0,20,4,20,4,0,22,1342.357955,2.453598857,138.6214043,0.287068186,0.013015073,0,0,-0.267338768,0,-0.949070143,0.300083259,-1.216408911,-0.916325651,-0.845982229
1286,2014,6,8,FLK,Upper Keys,24.95166667,-80.4599,5.357445982,4,2,4,3.5,2.5,17.5,4,0,62.5,1597.954545,4.077028056,230.3405682,0.229452587,0.021890569,0.00977495,0,-0.2388,0,-0.425292698,0.261118106,-0.664092698,-0.402974592,-0.372039507
1286,2018,10,24,FLK,Middle Keys,24.62732,-81.10985,3.047999902,1,0,1,13,0,1,0,0,84,1136.363636,4.025777954,227.4450821,0.007214677,0,0.002432679,0,-0.211643076,0,-0.886859655,0.009647356,-1.098502731,-1.088855375,-1.005267391
1287,2014,6,16,FLK,Upper Keys,24.95463333,-80.45288333,15.46411715,6,1.5,3.5,16.5,11,20,6,0,41.5,1072.443182,3.199837708,180.7817914,0.500172488,0.016280797,0.008481642,0,-0.234,0,-0.246781868,0.524934928,-0.480781868,0.04415306,0.040763569
1288,2014,6,8,FLK,Upper Keys,24.95541667,-80.45583333,11.29937106,1,1,0,10,1.5,7,1,0,80,632.1022727,0.446337164,25.21678895,0.05348041,0.010915613,0,0,-0.222,0,-0.004062295,0.064396023,-0.226062295,-0.161666271,-0.149255663
1288,2018,8,7,FLK,Upper Keys,25.02931,-80.35126,17.52599944,2,1,0,13,0,54,2,0,27,951.7045455,2.073427694,117.1428076,0.072298026,0.010749388,0,0,-0.2064,0,-0.487720024,0.083047414,-0.694120024,-0.611072609,-0.564162497
1292,2014,6,9,FLK,Upper Keys,24.92286667,-80.50521667,5.791199815,2,1,6,3,3,39.5,1,0,41,859.4034091,7.71852325,436.0747599,0.117675667,0.011119984,0.014896454,0,-0.240962457,0,-3.722102913,0.143692105,-3.96306537,-3.819373265,-3.526172058
1294,2016,9,29,FLK,Upper Keys,24.86167,-80.60107,3.657599883,0,0,0,19,1,34,0,0,46,838.0681818,0.128237245,7.245042099,0,0,0,0,-0.240488169,0,-0.001397432,0,-0.241885601,-0.241885601,-0.223316808
1295,2014,6,9,FLK,Upper Keys,24.92136667,-80.50513333,10.28699967,3,2.5,6,47,4,1,0,0,41.5,982.9545455,1.885122245,106.5040816,0.104482681,0.026997289,0.014466348,0,-0.188405457,0,-0.465084341,0.145946317,-0.653489798,-0.507543481,-0.468580973
1295,2016,12,15,FLK,Upper Keys,24.89379,-80.55383,7.315199766,5,2,3,10,5,32,4,0,39,880.6818182,2.337786398,132.0783276,0.277915661,0.02173605,0.007279464,0,-0.211346387,0,-0.200544934,0.306931175,-0.411891321,-0.104960146,-0.096902688
1296,2016,12,15,FLK,Upper Keys,24.89871,-80.56672,5.94359981,1,0,0,9,6,44,0,9,30,1323.863636,2.073129146,117.1259404,0.053077434,0,0,0,-0.1752,0,-0.7458493,0.053077434,-0.9210493,-0.867971867,-0.801340412
1297,2014,10,17,FLK,Upper Keys,24.93465,-80.54876667,4.348479861,30.5,1,6,4,1,50,3,0,7.5,2372.159091,3.018008351,170.5089464,4.369779236,0.013553751,0.018156756,0,-0.269376797,0,-1.078789728,4.401489744,-1.348166525,3.053323219,2.818929252
1297,2016,12,15,FLK,Upper Keys,24.9363,-80.48547,8.534399727,4,2,2,17,3,32,2,0,35,1377.840909,1.108280266,62.61470427,0.243099851,0.021701225,0.004845201,0,-0.1896,0,-0.447406027,0.269646277,-0.637006027,-0.36735975,-0.339158704
1298,2014,10,17,FLK,Upper Keys,24.93733333,-80.5473,4.470399857,35.5,0,2,5,6,44.5,7,0,7.5,42.61363636,0.003610413,0.203978112,2.757480139,0,0.00513807,0,-0.236575266,0,0,2.762618209,-0.236575266,2.526042943,2.332126615
1298,2016,12,15,FLK,Upper Keys,24.93924,-80.48933,9.143999707,3,1,0,14,3,52,2,0,25,1278.409091,0.630569322,35.62538541,0.074589307,0.010816881,0,0,-0.2064,-0.003031919,-0.010446871,0.085406189,-0.21987879,-0.134472601,-0.124149565
1299,2014,10,18,FLK,Upper Keys,24.90456667,-80.61541667,3.146611664,28.5,0,4.5,18,1,42.5,1,0,10.5,312.5,0.720940512,40.7311024,2.088407918,0,0.0108,0,-0.2028,0,-0.103884997,2.099207918,-0.306684997,1.792522921,1.654916605
1299,2016,12,14,FLK,Upper Keys,24.95293,-80.45909,10.05839968,4,0,0,11,2,40,3,0,38,1545.056818,2.103220734,118.8260302,0.227313157,0,0,0,-0.2136,0,-1.581794619,0.227313157,-1.795394619,-1.568081462,-1.447704807
1300,2014,10,18,FLK,Upper Keys,24.90406667,-80.61768333,3.505199888,19,0,2,2.5,0,51,1,0,32,1392.045455,1.515067331,85.59702433,1.032475812,0,0.0048,0,-0.2388,0,-0.274559946,1.037275812,-0.513359946,0.523915866,0.483696502
1302,2014,6,15,FLK,Upper Keys,24.84581667,-80.62386667,5.687785532,4,2,5,8.5,1.5,35,2.5,0,41.5,1840.965909,6.06537335,342.6764605,0.152559327,0.021608083,0.012061012,0,-0.236395836,0,-2.640799118,0.186228422,-2.877194954,-2.690966532,-2.484389542
1303,2014,6,15,FLK,Upper Keys,24.84703333,-80.622,4.952999842,3,1,4,6.5,1,30.5,3,0,47,953.2954545,2.015149761,113.850269,0.130260933,0.010862663,0.009701163,0,-0.240103773,0,-0.38262041,0.150824758,-0.622724183,-0.471899425,-0.435673199
1303,2016,9,27,FLK,Middle Keys,24.76335,-80.7553,10.82039965,8,1,3,3,8,53,1,0,22,2002.840909,0.464430214,26.23899516,0.365681353,0.010796482,0.007231544,0,-0.233819924,0,-0.038374149,0.383709379,-0.272194073,0.111515306,0.102954629
1303,2018,8,9,FLK,Biscayne,25.2939,-80.163067,19.04999939,2,1,0,27,25,6,7,0,19,639.2045455,1.481678365,83.71064208,0.127655705,0.010749388,0,-0.00484,-0.1824,0,-0.108568548,0.138405093,-0.295808548,-0.157403455,-0.14532009
1305,2014,6,15,FLK,Upper Keys,24.84475,-80.62246667,10.36319967,4.5,3,2,14.5,5.5,28,3,0,44,728.0113636,2.017993899,114.0109548,0.252749421,0.032793165,0.004881121,0,-0.233073531,0,-0.264809232,0.290423707,-0.497882764,-0.207459056,-0.19153308
1306,2014,6,15,FLK,Upper Keys,24.84596667,-80.61915,10.89024965,2,4,0,33.5,5,3,1.5,0,54,617.8977273,3.389054664,191.4720149,0.127121754,0.043552179,0,0,-0.206631402,0,-1.4629114,0.170673933,-1.669542802,-1.498868869,-1.383805446
1306,2018,9,27,FLK,Biscayne,25.4002317,-80.1315614,3.505199888,0,0,0,5,2,15,1,0,77,1207.386364,1.257787874,71.06146182,0,0,0,0,-0.229910666,0,-0.890332663,0,-1.120243329,-1.120243329,-1.034245791
1309,2014,9,26,FLK,Middle Keys,24.76523333,-80.7562,5.708072545,1,1,1,30.5,10,12.5,1,0,44.5,99.43181818,0.019658709,1.110661547,0.024281952,0.010810376,0.002413617,0,-0.195502948,-0.001515959,-8.91E-05,0.037505944,-0.19710796,-0.159602016,-0.147349874
1310,2014,9,26,FLK,Middle Keys,24.76588333,-80.75401667,5.876924812,8.5,0,3,10,9.5,40.5,3.5,0,27.5,1221.590909,0.504198216,28.48577489,0.448960659,0,0.007264566,0,-0.231255346,-0.004547878,-0.052201704,0.456225225,-0.288004928,0.168220297,0.155306557
1310,2016,9,29,FLK,Middle Keys,24.76754,-80.75204,3.505199888,0,0,0,24,0,21,1,0,52,511.3636364,0.108388167,6.123625279,0,0,0,0,-0.190992938,-0.003031919,-0.001845763,0,-0.19587062,-0.19587062,-0.180834252
1312,2016,12,14,FLK,Upper Keys,24.908,-80.53004,6.400799795,1,0,0,23,3,26,0,0,47,1253.210227,2.597374015,146.7442947,0.058078011,0,0,-0.000606254,-0.180009182,0,-0.67425021,0.058078011,-0.854865646,-0.796787635,-0.735620768
1313,2014,9,26,FLK,Middle Keys,24.7631,-80.75611667,9.631679692,14.5,1,3,11.5,14.5,40,3,0,18.5,1519.886364,5.238618672,295.9671566,1.066457292,0.010835784,0.007257868,0,-0.223784271,0,-0.228332424,1.084550944,-0.452116695,0.632434249,0.583884272
1314,2014,9,26,FLK,Middle Keys,24.76455,-80.75383333,10.60076437,15,1,4.5,17.5,9.5,32.5,1,0,19.5,1704.545455,0.702987872,39.7168289,0.795408007,0.010812445,0.010863354,0,-0.217267081,0,-0.147688039,0.817083806,-0.364955119,0.452128687,0.417420198
1315,2014,10,31,FLK,Middle Keys,24.68428333,-80.96643333,3.886199876,2,1,3,23,9.5,32.5,5.5,0,23.5,625,0.221938525,12.53889971,0.131524864,0.010929096,0.00732037,0,-0.231811706,0,-0.002004644,0.14977433,-0.23381635,-0.08404202,-0.07759038
1315,2016,8,11,FLK,Lower Keys,24.61098,-81.17351,7.467599761,6,2,5,6,8,29,5,0,39,2954.545455,2.761680416,156.0271421,0.30697673,0.021589622,0.012050707,-0.000607557,-0.226553301,0,-0.984954604,0.340617059,-1.212115461,-0.871498402,-0.804596226
1316,2014,10,31,FLK,Middle Keys,24.68585,-80.96285,4.704347218,17,0,8.5,8.5,11,14.5,3,0,25,1164.772727,1.775254385,100.2968579,1.204181011,0,0.021474163,0,-0.248847657,0,-0.470082827,1.225655174,-0.718930483,0.506724691,0.467825039
1317,2014,10,31,FLK,Middle Keys,24.68185,-80.97046667,5.471159825,2,1,1,41,6,20,2.5,0,29,696.0227273,3.387696298,191.3952711,0.123274801,0.010812058,0.002413992,0,-0.179842426,0,-0.220306822,0.136500851,-0.400149248,-0.263648396,-0.243408942
1317,2016,8,11,FLK,Middle Keys,24.63832,-81.06395,11.73479962,5,0,1,22,4,33,1,0,34,1298.352273,0.527451153,29.79950016,0.241841509,0,0.0024,-0.000605,-0.1872,0,-0.031289786,0.244241509,-0.219094786,0.025146724,0.02321629
