REGION,SUB_REGION,SUB_REGION_2,HABITAT_TYPE,YEAR,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,AVG_DEPTH,parrotfish_Density,parrotfish_Biomass,hardCoral_PrctCvr,cca_PrctCvr,hydrocoral_PrctCvr,microbioerosion_PrctCvr,macrobioerosion_PrctCvr,hardCoral_G,cca_G,hydrocoral_G,microbioerosion_G,macrobioerosion_G,urchin_G,parrotfish_G,grossP_G,grossE_G,net_G,budget_State,RAP
DRTO,DRTO,DRTO,Forereef,2024,2159,24.59591,-82.87217,7.467599761,706.2146893,19.45292767,1,2,0,82,0,0.053898229,0.004912306,0,0.201404538,0,0.074715282,0.041480177,0.058810534,0.317599997,-0.258789462,Stasis,-0.238923013
DRTO,DRTO,DRTO,Forereef,2024,2292,24.64623,-82.93567,12.80159959,790.960452,10.37207281,0,7,0,88,0,0,0.01719307,0,0.216141455,0,0,0.070162805,0.01719307,0.28630426,-0.26911119,Stasis,-0.248452375
DRTO,DRTO,DRTO,Forereef,2024,2765,24.54499,-82.94065,23.46959925,734.4632768,15.42541975,1,1,0,93,2,0.056814191,0.002456153,0,0.22842222,0.123831042,0,0.004298804,0.059270344,0.356552066,-0.297281722,Stasis,-0.274460344
DRTO,DRTO,DRTO,Forereef,2024,2752,24.60732,-82.99383,25.29839919,1497.175141,43.22359409,2,0,0,92,2,0.060080486,0,0,0.225966067,0.123831042,0,0.008872386,0.060080486,0.358669495,-0.298589009,Stasis,-0.275667275
DRTO,DRTO,DRTO,Forereef,2024,2319,24.63029,-82.96872,24.07919923,903.9548023,8.294698306,0,4,0,82,1,0,0.009824612,0,0.201404538,0.061915521,0,0.051465988,0.009824612,0.314786047,-0.304961435,Stasis,-0.28155051
DRTO,DRTO,DRTO,Forereef,2024,2757,24.59359,-82.98225,19.0499994,0,0,0,0,0,94,0,0,0,0,0.230878373,0,0.074715282,0,0,0.305593655,-0.305593655,Stasis,-0.282134197
DRTO,DRTO,DRTO,Forereef,2024,2758,24.59738,-82.97382,16.00199949,254.2372881,20.34461481,0,0,0,94,0,0,0,0,0.230878373,0,0.074715282,0.005675264,0,0.311268919,-0.311268919,Stasis,-0.287373788
DRTO,DRTO,DRTO,Forereef,2024,2762,24.54804,-82.94531,21.9455993,2429.378531,203.6765842,4,1,0,89,0,0.302694293,0.002456153,0,0.218597608,0,0,0.468881979,0.305150446,0.687479587,-0.382329142,Stasis,-0.352978943
DRTO,DRTO,DRTO,Forereef,2024,2750,24.56186,-82.97937,23.62199925,1525.423729,27.8172579,14,0,0,75,3,0.75862291,0,0,0.184211468,0.185746563,0,0.78632953,0.75862291,1.156287561,-0.397664651,Stasis,-0.367137193
DRTO,DRTO,DRTO,Forereef,2024,2760,24.54918,-82.93075,17.52599944,1412.429379,39.21007504,0,0,0,93,1,0,0,0,0.22842222,0.061915521,0,0.182892773,0,0.473230514,-0.473230514,Stasis,-0.436902104
DRTO,DRTO,DRTO,Forereef,2024,2550,24.64024,-82.93048,8.229599737,5141.242938,174.7386649,9,7,0,72,0,0.668320526,0.01719307,0,0.176843009,0,0,1.040965955,0.685513596,1.217808964,-0.532295368,Erosion,-0.491432736
DRTO,DRTO,DRTO,Forereef,2024,2295,24.60478,-82.94211,13.56359957,1723.163842,71.96910319,8,8,0,59,0,0.446118537,0.019649223,0,0.144913021,0,0.074715282,0.814581404,0.465767761,1.034209707,-0.568441946,Erosion,-0.524804456
DRTO,DRTO,DRTO,Forereef,2024,2743,24.54684,-82.95454,19.0499994,1468.926554,21.94935076,0,0,0,97.87234043,0,0,0,0,0.240389433,0,0,0.347709104,0,0.588098537,-0.588098537,Erosion,-0.542952072
DRTO,DRTO,DRTO,Forereef,2024,2646,24.65066,-82.9304,12.80159959,1553.672316,48.3541405,0,15,1,74,0,0,0.036842294,0.011000892,0.181755315,0,0,0.527976632,0.047843185,0.709731947,-0.661888761,Erosion,-0.611077654
DRTO,DRTO,DRTO,Forereef,2024,2540,24.70557,-82.78653,8.381999732,1694.915254,32.70398491,1,2,0,92,1,0.056814191,0.004912306,0,0.225966067,0.061915521,0.037357641,0.406309369,0.061726496,0.731548598,-0.669822102,Erosion,-0.618401978
DRTO,DRTO,DRTO,Forereef,2024,2230,24.64749,-82.78687,16.00199949,2316.384181,124.1305774,3,1,0,85,0,0.358736644,0.002456153,0,0.208772997,0,0,0.830537511,0.361192797,1.039310508,-0.678117711,Erosion,-0.626060759
DRTO,DRTO,DRTO,Forereef,2024,2332,24.60057,-82.99573,23.46959925,1214.689266,40.20866985,1,0,0,93,0,0.063440927,0,0,0.22842222,0,0,0.524474509,0.063440927,0.752896729,-0.689455802,Erosion,-0.636528461
DRTO,DRTO,DRTO,Forereef,2024,2213,24.61335,-82.97411,14.63039953,1977.40113,75.94819932,1,4,0,80,0,0.069432577,0.009824612,0,0.196492232,0,0,0.700188033,0.079257189,0.896680265,-0.817423076,Erosion,-0.754672092
DRTO,DRTO,DRTO,Forereef,2024,2647,24.64246,-82.94324,14.78279953,875.7062147,34.71524598,0,9,0,85,0,0,0.022105376,0,0.208772997,0,0,0.633390241,0.022105376,0.842163238,-0.820057861,Erosion,-0.757104612
DRTO,DRTO,DRTO,Forereef,2024,2185,24.71633,-82.83067,7.467599761,1807.909605,40.9391428,1,11,0,83,1,0.059734005,0.027017682,0,0.203860691,0.061915521,0,0.714269985,0.086751687,0.980046197,-0.89329451,Erosion,-0.824719116
DRTO,DRTO,DRTO,Forereef,2024,2279,24.64957,-82.93021,12.19199961,3615.819209,39.05735766,0,11,0,85,0,0,0.027017682,0,0.208772997,0,0,0.718918817,0.027017682,0.927691814,-0.900674132,Erosion,-0.831532227
DRTO,DRTO,DRTO,Forereef,2024,2761,24.54858,-82.95601,20.11679936,1864.40678,44.70326939,0,0,0,95,1,0,0,0,0.233334526,0.061915521,0,0.618247686,0,0.913497733,-0.913497733,Erosion,-0.843371401
DRTO,DRTO,DRTO,Forereef,2024,2157,24.5938,-82.88319,7.924799746,1553.672316,87.42639627,3,5,0,78,4,0.173935844,0.012280765,0,0.191579926,0.247662084,0,0.677598624,0.186216609,1.116840634,-0.930624026,Erosion,-0.859182963
DRTO,DRTO,DRTO,Forereef,2024,2532,24.70952,-82.79598,6.705599786,1468.926554,45.35633601,2,1,1,77,2,0.062570187,0.002456153,0.011000892,0.189123773,0.123831042,0.037357641,0.668278171,0.076027231,1.018590627,-0.942563396,Erosion,-0.870205785
DRTO,DRTO,DRTO,Forereef,2024,2738,24.6066,-82.9787,16.61159947,1412.429379,44.5682316,0,0,0,91,1,0,0,0,0.223509914,0.061915521,0,0.681614065,0,0.9670395,-0.9670395,Erosion,-0.892802936
DRTO,DRTO,DRTO,Forereef,2024,2225,24.64416,-82.9441,15.5447995,1355.932203,74.21487783,4,3,0,83,0,0.264175115,0.007368459,0,0.203860691,0,0.037357641,1.024842259,0.271543574,1.266060591,-0.994517017,Erosion,-0.918171091
DRTO,DRTO,DRTO,Forereef,2024,2221,24.66866,-82.7781,12.80159959,706.2146893,346.7482873,2,0,0,84,2,0.120255117,0,0,0.206316844,0.123831042,0,0.820693559,0.120255117,1.150841445,-1.030586328,Erosion,-0.951471475
DRTO,DRTO,DRTO,Forereef,2024,2616,24.63615,-82.94092,14.63039953,1045.19774,34.78588648,0,12,0,79,3,0,0.029473835,0,0.194036079,0.185746563,0,0.715303058,0.029473835,1.0950857,-1.065611865,Erosion,-0.983808212
DRTO,DRTO,DRTO,Forereef,2024,2224,24.71664,-82.85843,13.41119957,988.700565,45.54437268,1,2,0,78,3,0.053898229,0.004912306,0,0.191579926,0.185746563,0,0.776901893,0.058810534,1.154228382,-1.095417848,Erosion,-1.011326084
DRTO,DRTO,DRTO,Forereef,2024,2551,24.71386,-82.85354,10.82039966,3220.338983,107.7195109,10,4,0,44,0,0.611649853,0.009824612,0,0.108070728,0,0,1.712674427,0.621474465,1.820745155,-1.19927069,Erosion,-1.107206472
DRTO,DRTO,DRTO,Forereef,2024,2766,24.54469,-82.95484,22.85999927,932.2033898,103.0997477,0,0,0,98,0,0,0,0,0.240702984,0,0.037357641,1.000690292,0,1.278750917,-1.278750917,Erosion,-1.180585253
DRTO,DRTO,DRTO,Forereef,2024,2242,24.68916,-82.90423,12.6491996,1214.689266,64.99496294,1,1,0,84,0,0.056814191,0.002456153,0,0.206316844,0,0,1.244772849,0.059270344,1.451089693,-1.391819349,Erosion,-1.284973779
DRTO,DRTO,DRTO,Forereef,2024,2274,24.71058,-82.87114,12.34439961,3841.80791,145.0875849,1,4,0,76,0,0.056814191,0.009824612,0,0.18666762,0,0,1.441939529,0.066638802,1.628607149,-1.561968347,Erosion,-1.442060977
DRTO,DRTO,DRTO,Forereef,2024,2180,24.63558,-82.93727,8.686799722,1666.666667,100.9719681,2,20,0,77,0,0.113606995,0.049123058,0,0.189123773,0,0.037357641,1.883944784,0.162730053,2.110426198,-1.947696145,Erosion,-1.798177672
DRTO,DRTO,DRTO,Lagoon,2024,2189,24.65585,-82.84674,4.571999854,593.220339,0.92310212,3,8,0,74,0,0.308628259,0.019649223,0,0.181755315,0,0.112072923,0,0.328277482,0.293828238,0.034449244,Stasis,0.031804684
DRTO,DRTO,DRTO,Lagoon,2024,2176,24.67485,-82.82611,6.857999781,1045.19774,45.54277995,8,0,0,62,0,0.46410902,0,0,0.15228148,0,0.074715282,0.763509473,0.46410902,0.990506235,-0.526397215,Erosion,-0.485987366
DRTO,DRTO,DRTO,Lagoon,2024,2280,24.66101,-82.84899,8.686799722,1553.672316,55.69836854,2,2,0,89,1,0.120255117,0.004912306,0,0.218597608,0.061915521,0,0.556341178,0.125167423,0.836854307,-0.711686884,Erosion,-0.657052933
DRTO,DRTO,DRTO,Lagoon,2024,2188,24.65718,-82.86834,7.772399752,3050.847458,102.3288175,3,2,0,66,0,0.173935844,0.004912306,0,0.162106091,0,0.149430564,0.719647485,0.17884815,1.03118414,-0.85233599,Erosion,-0.786904852
DRTO,DRTO,DRTO,Lagoon,2024,2244,24.65071,-82.8565,11.12519965,3926.553672,303.8758069,1,2,0,80,2,0.056814191,0.004912306,0,0.196492232,0.123831042,0.074715282,0.743657804,0.061726496,1.13869636,-1.076969864,Erosion,-0.994294293
FLK,BISC,Biscayne,Inshore,2016,1012,25.31024,-80.21864,5.333999829,1754.261364,38.89320821,15,4,0,54,,1.093998056,0.009629693,0,0.228705205,0,0.003031919,0.254793272,1.103627748,0.486530395,0.617097353,Growth,0.569724741
FLK,BISC,Biscayne,MidChannel,2016,1049,25.41623,-80.14463,3.200399898,1143.494318,29.67955494,18,7,2,56,,0.982168056,0.017047259,0.021815191,0.243532278,0.001227809,0.02122343,0.232262948,1.021030507,0.498246464,0.522784043,Growth,0.482651565
FLK,BISC,Biscayne,MidChannel,2016,1039,25.38479,-80.15346,7.924799746,1534.034091,53.56061271,5,9,0,64,,0.357058004,0.022318001,0,0.245498012,0.000625111,0,0.078325579,0.379376005,0.324448701,0.054927304,Stasis,0.050710709
FLK,BISC,Biscayne,Offshore,2016,1101,25.37697,-80.13488,21.9455993,852.2727273,31.3821164,8,9,1,70,,0.513717166,0.0216,0.010749388,0.2184,0.000605,0,0.00833491,0.546066554,0.22733991,0.318726644,Stasis,0.294259008
FLK,BISC,Biscayne,Offshore,2016,1056,25.32453,-80.16182,10.97279965,892.0454545,15.70151724,1,0,0,82,,0.048133985,0,0,0.13296653,0.00060943,0,0.07066397,0.048133985,0.20423993,-0.156105945,Stasis,-0.144122185
FLK,BISC,Biscayne,Offshore,2016,1093,25.45783,-80.11259,17.37359944,1008.522727,64.32502142,2,9,1,56,,0.105332,0.0216,0.010749388,0.2184,0.000605,0,0.257951834,0.137681388,0.476956834,-0.339275446,Stasis,-0.313230343
FLK,BISC,Biscayne,Offshore,2016,1123,25.37554,-80.13761,9.296399703,1756.193182,76.37084115,3,8,2,81,,0.132233887,0.019820523,0.022193593,0.237846279,0,0,0.370993236,0.174248003,0.608839515,-0.434591512,Stasis,-0.401229296
FLK,BISC,Biscayne,Offshore,2016,1140,25.65975,-80.0879,22.09799929,1280.028409,63.4926283,2,0,1,76,,0.078986385,0,0.010755363,0.187304048,0.000605336,0,0.346704755,0.089741748,0.534614139,-0.444872392,Stasis,-0.410720945
FLK,BISC,Biscayne,Offshore,2016,1085,25.40086,-80.12876,11.88719962,220.1704545,39.83581955,2,2,0,88,,0.136751508,0.004859036,0,0.225945196,0.000612441,0,0.485213436,0.141610544,0.711771073,-0.570160529,Erosion,-0.526391108
FLK,BISC,Biscayne,Inshore,2018,1085,25.3689129,-80.1814807,3.657599883,1207.386364,16.57754674,10,4,0,57,,0.584602144,0.009616157,0,0.175494869,0,0,0.031126363,0.594218302,0.206621232,0.38759707,Stasis,0.357842469
FLK,BISC,Biscayne,Inshore,2018,1091,25.3743363,-80.1824381,4.419599859,596.5909091,14.38298051,7,6,0,53,,0.359672697,0.014469187,0,0.21944934,0.000607907,0,0.02418688,0.374141884,0.244244127,0.129897758,Stasis,0.119925918
FLK,BISC,Biscayne,Inshore,2018,1519,25.4645658,-80.169893,3.962399873,2372.159091,61.7859097,5,0,0,81,,0.281353897,0,0,0.180135737,0.001210912,0,0.235062873,0.281353897,0.416409522,-0.135055625,Stasis,-0.124687832
FLK,BISC,Biscayne,MidChannel,2018,1101,25.422951,-80.1572517,3.047999902,1424.005682,92.98241192,12,0,1,44,,0.706860094,0,0.010801028,0.226683787,0.003647439,0,0.234874925,0.717661122,0.46520615,0.252454971,Stasis,0.233074801
FLK,BISC,Biscayne,MidChannel,2018,1097,25.4093774,-80.1513806,6.705599785,1590.909091,78.33550462,13,3,2,36,,0.813417285,0.007326569,0.021876703,0.234450198,0.001231271,0,0.520748343,0.842620556,0.756429812,0.086190744,Stasis,0.079574153
FLK,BISC,Biscayne,MidChannel,2018,1086,25.4707,-80.136,7.619999756,1008.522727,57.3087939,7,0,1,61,,0.361032993,0,0.010777706,0.240632249,0.001213188,0,0.103647777,0.371810699,0.345493214,0.026317485,Stasis,0.024297175
FLK,BISC,Biscayne,MidChannel,2018,1080,25.66133,-80.10251,7.924799746,625,15.66003746,0,1,1,77,,0,0.002414797,0.010815663,0.100802924,0,0,0.003869892,0.013230461,0.104672816,-0.091442356,Stasis,-0.084422616
FLK,BISC,Biscayne,MidChannel,2018,1630,25.6077094,-80.0972045,8.534399727,241.4772727,5.376776351,0,0,0,88,,0,0,0,0.024001493,0,0,0.067697116,0,0.091698609,-0.091698609,Stasis,-0.084659197
FLK,BISC,Biscayne,MidChannel,2018,1095,25.4139322,-80.1583087,4.419599859,1321.022727,79.19586866,11,0,2,56,,0.553340558,0,0.021538347,0.240441748,0.001212227,0,0.435345716,0.574878905,0.676999692,-0.102120786,Stasis,-0.094281296
FLK,BISC,Biscayne,MidChannel,2018,1100,25.3741619,-80.1516268,7.162799771,355.1136364,18.9471825,2,1,1,75,,0.02043478,0.002406577,0.010778844,0.182899816,0.001819974,0,0.030303859,0.0336202,0.215023649,-0.181403449,Stasis,-0.16747768
FLK,BISC,Biscayne,MidChannel,2018,1130,25.5374,-80.1137,7.010399776,1548.295455,75.42312816,12,0,4,61,,0.39456162,0,0.043117804,0.154029575,0,0,0.639521655,0.437679424,0.79355123,-0.355871806,Stasis,-0.328552653
FLK,BISC,Biscayne,MidChannel,2018,1226,25.72952,-80.10028,7.010399776,909.0909091,45.0692705,3,2,0,68,,0.19650757,0.004886023,0,0.225638816,0,0,0.353539521,0.201393592,0.579178337,-0.377784745,Stasis,-0.348783405
FLK,BISC,Biscayne,MidChannel,2018,1082,25.34985,-80.1637215,8.686799722,1661.931818,261.5219232,0,5,1,62,,0,0.012048285,0.010792641,0.231327079,0,0,1.574742249,0.022840927,1.806069328,-1.783228401,Erosion,-1.646335596
FLK,BISC,Biscayne,Offshore,2018,1089,25.3544764,-80.13835655,2.895599907,1093.75,8.886791002,4,3,0,65,,0.167866226,0.0072,0,0.2256,0.00121,0.006063837,0.00120206,0.175066226,0.234075897,-0.059009671,Stasis,-0.054479685
FLK,BISC,Biscayne,Offshore,2018,1363,25.568902,-80.1004823,5.94359981,1562.5,69.02802757,14,0,1,76,,0.456609014,0,0.011607174,0.115396855,0.000653278,0,0.419028959,0.468216188,0.535079093,-0.066862904,Stasis,-0.06173005
FLK,BISC,Biscayne,Offshore,2018,1230,25.5634722,-80.0985319,11.58239963,1463.068182,40.81510523,4,0,2,89,,0.294047501,0,0.021582637,0.192748944,0.00121472,0,0.248194163,0.315630138,0.442157826,-0.126527688,Stasis,-0.116814558
FLK,BISC,Biscayne,Offshore,2018,1303,25.2939,-80.163067,19.04999939,639.2045455,83.71064208,2,0,1,52,,0.127655705,0,0.010749388,0.1824,0.00484,0,0.108568548,0.138405093,0.295808548,-0.157403455,Stasis,-0.14532009
FLK,BISC,Biscayne,Offshore,2018,1359,25.5427,-80.0987,12.6491996,1178.977273,133.3872536,1,0,1,92,,0.058010796,0,0.010759201,0.235414702,0,0,0.084475515,0.068769996,0.319890217,-0.251120221,Stasis,-0.231842516
FLK,BISC,Biscayne,Offshore,2018,1400,25.6004,-80.0903,22.55519928,482.9545455,59.78857038,11,0,0,83,,0.424722628,0,0,0.204773047,0.001214585,0,0.52538379,0.424722628,0.731371422,-0.306648794,Stasis,-0.283108336
FLK,BISC,Biscayne,Offshore,2018,1398,25.466925,-80.1101944,14.47799954,468.75,49.33121875,2,0,3,67,,0.065075649,0,0.032248164,0.2136,0.001815,0,0.354056365,0.097323813,0.569471365,-0.472147552,Stasis,-0.435902278
FLK,BISC,Biscayne,Offshore,2018,1397,25.4967,-80.104,17.67839943,1363.636364,66.24523553,0,0,0,100,,0,0,0,0.016803719,0,0,0.514767452,0,0.531571172,-0.531571172,Erosion,-0.490764134
FLK,BISC,Biscayne,Offshore,2018,1669,25.3876137,-80.1356279,2.895599907,568.1818182,42.11628514,1,3,0,93,,0.047970247,0.007228048,0,0.224069494,0,0,0.491903619,0.055198295,0.715973113,-0.660774818,Erosion,-0.610049225
FLK,BISC,Biscayne,Offshore,2018,1168,25.5887,-80.0973,3.047999902,951.7045455,71.00978524,2,0,1,93,,0.047447076,0,0.010781545,0.177604814,0.00060681,0,0.882210755,0.058228621,1.060422379,-1.002193758,Erosion,-0.925258513
FLK,BISC,Biscayne,Offshore,2018,1306,25.4002317,-80.1315614,3.505199888,1207.386364,71.06146182,0,0,0,97,,0,0,0,0.229910666,0,0,0.890332663,0,1.120243329,-1.120243329,Erosion,-1.034245791
FLK,BISC,Biscayne,Inshore,2022,1563,25.45538,-80.15683,4.267199864,1638.418079,15.70096392,8,2,1,64,0,0.387791853,0.004848274,0.010857495,0.155144765,0,0,0.088142631,0.403497622,0.243287396,0.160210226,Stasis,0.147911394
FLK,BISC,Biscayne,Inshore,2022,1011,25.7347,-80.11502,9.143999707,621.4689266,12.45524175,2,1,0,79,0,0.19257163,0.002424137,0,0.19150682,0,0,0.003148001,0.194995767,0.194654821,3.41E-04,Stasis,0.000314823
FLK,BISC,Biscayne,Inshore,2022,8071,25.74996,-80.12381,6.705599785,310.7344633,0.538932609,1,0,0,95,0,0.056073897,0,0,0.230293011,0,0,0,0.056073897,0.230293011,-0.174219114,Stasis,-0.160844864
FLK,BISC,Biscayne,Inshore,2022,1027,25.49277,-80.1408,6.2483998,932.2033898,38.22873579,6,1,4,55,0,0.392082843,0.002424137,0.043429981,0.133327533,0,0,0.488176354,0.437936961,0.621503887,-0.183566926,Stasis,-0.169475074
FLK,BISC,Biscayne,Inshore,2022,1010,25.73747,-80.11803,8.839199717,56.49717514,1.313436322,0,0,0,90,0,0,0,0,0.218172326,0,0,1.92E-04,0,0.218364326,-0.218364326,Stasis,-0.201601187
FLK,BISC,Biscayne,Inshore,2022,1491,25.33355,-80.22532,4.571999854,0,0,0,0,0,94,0,0,0,0,0.227868874,0,0,0,0,0.227868874,-0.227868874,Stasis,-0.210376101
FLK,BISC,Biscayne,MidChannel,2022,1642,25.75421,-80.10215,8.229599737,1158.19209,23.95623877,0,0,1,90,0,0,0,0.010857495,0.218172326,0,0,0.005950054,0.010857495,0.22412238,-0.213264885,Stasis,-0.196893214
FLK,BISC,Biscayne,MidChannel,2022,1185,25.5673,-80.10477,4.724399849,1242.937853,9.11419138,1,0,0,92,0,0.056073897,0,0,0.2230206,0,0,0.054418741,0.056073897,0.277439341,-0.221365444,Stasis,-0.204371919
FLK,BISC,Biscayne,MidChannel,2022,1162,25.72854,-80.10325,10.51559967,254.2372881,5.478262662,0,0,0,95,0,0,0,0,0.230293011,0,0,7.67E-04,0,0.231060011,-0.231060011,Stasis,-0.213322265
FLK,BISC,Biscayne,Offshore,2022,8068,25.7127,-80.08719,24.53639922,762.7118644,13.34787266,7,0,0,76,1,0.292254492,0,0,0.184234409,0.061108452,0,0.007263784,0.292254492,0.252606645,0.039647847,Stasis,0.036604207
FLK,BISC,Biscayne,Offshore,2022,1313,25.48157,-80.10792,15.08759952,338.9830508,8.85208337,4,4,0,79,0,0.19681308,0.009696548,0,0.19150682,0,0,0.003857467,0.206509628,0.195364287,0.011145342,Stasis,0.010289749
FLK,BISC,Biscayne,Offshore,2022,1155,25.33583,-80.15115,7.772399752,225.9887006,4.819662803,2,2,3,58,3,0.093298035,0.004848274,0.032572486,0.140599943,0.183325357,0,0.001928734,0.130718794,0.325854035,-0.19513524,Stasis,-0.180155325
FLK,BISC,Biscayne,Offshore,2022,1714,25.46913,-80.11053,12.95399959,847.4576271,7.335368603,3,2,3,75,4,0.183557117,0.004848274,0.032572486,0.181810272,0.24443381,0,0.003857467,0.220977877,0.430101548,-0.209123671,Stasis,-0.193069908
FLK,BISC,Biscayne,Offshore,2022,1161,25.43472,-80.12314,4.419599859,423.7288136,29.97526105,1,6,1,90,0,0.056073897,0.014544822,0.010857495,0.218172326,0,0,0.16074832,0.081476214,0.378920646,-0.297444432,Stasis,-0.274610564
FLK,BISC,Biscayne,Offshore,2022,1316,25.5831,-80.0925,14.02079955,1045.19774,40.79975669,1,0,2,79,0,0.056073897,0,0.021714991,0.19150682,0,0,0.18982453,0.077788887,0.38133135,-0.303542462,Stasis,-0.280240467
FLK,BISC,Biscayne,Offshore,2022,8076,25.71423,-80.08803,21.48839932,875.7062147,15.53122769,4,6,1,62,2,0.080758692,0.014544822,0.010857495,0.150296491,0.122216905,0,0.167963876,0.106161009,0.440477272,-0.334316263,Stasis,-0.308651861
FLK,BISC,Biscayne,Offshore,2022,1190,25.71133,-80.0872,8.229599737,649.7175141,53.27359971,1,5,1,78,0,0.056073897,0.012120685,0.010857495,0.189082683,0,0,0.267382548,0.079052077,0.456465231,-0.377413154,Stasis,-0.34844034
FLK,BISC,Biscayne,Offshore,2022,1241,25.29411,-80.17136,11.42999964,1497.175141,98.40315039,1,2,0,92,0,0.048209508,0.004848274,0,0.2230206,0,0,0.533395454,0.053057782,0.756416054,-0.703358272,Erosion,-0.649363682
FLK,BISC,Biscayne,Offshore,2022,1159,25.43928,-80.12158,4.114799868,1073.446328,84.5635769,1,0,1,94,0,0.048209508,0,0.010857495,0.227868874,0,0,0.894737612,0.059067003,1.122606486,-1.063539482,Erosion,-0.981894919
FLK,BISC,Biscayne,Offshore,2022,1668,25.46593,-80.11841,9.143999708,2288.135593,100.5049028,6,4,1,81,0,0.233144005,0.009696548,0.010857495,0.196355093,0,0,1.401155667,0.253698048,1.59751076,-1.343812712,Erosion,-1.24065246
FLK,BISC,Biscayne,Inshore,2024,1051,25.47492,-80.15578,5.029199839,3615.819209,26.57762791,8,0,0,74,1,0.442048776,0,0,0.179386135,0.061108452,0,0.07873527,0.442048776,0.319229857,0.122818919,Stasis,0.113390499
FLK,BISC,Biscayne,Inshore,2024,1009,25.33015,-80.23357,3.657599883,0,0,1,0,0,82,0,0.056073897,0,0,0.19877923,0,0,0,0.056073897,0.19877923,-0.142705334,Stasis,-0.131750297
FLK,BISC,Biscayne,Inshore,2024,1010,25.71774,-80.116,7.010399776,84.74576271,0.020506208,0,0,1,94,0,0,0,0.010857495,0.227868874,0,0,0,0.010857495,0.227868874,-0.217011379,Stasis,-0.200352102
FLK,BISC,Biscayne,MidChannel,2024,1177,25.70647,-80.09837,7.010399776,395.480226,4.524635489,3,0,0,74,0,0.177797086,0,0,0.179386135,0,0,0.027093162,0.177797086,0.206479297,-0.028682211,Stasis,-0.026480368
FLK,BISC,Biscayne,MidChannel,2024,1233,25.72458,-80.09912,9.753599689,988.700565,19.17209464,4,15,0,69,0,0.255743239,0.036362054,0,0.16726545,0,0,0.160080806,0.292105293,0.327346256,-0.035240963,Stasis,-0.032535626
FLK,BISC,Biscayne,MidChannel,2024,1056,25.39907,-80.15921,5.029199839,1327.683616,31.07697173,6,1,1,77,2,0.457099686,0.002424137,0.010857495,0.186658546,0.122216905,0,0.251812284,0.470381319,0.560687734,-0.090306416,Stasis,-0.083373878
FLK,BISC,Biscayne,MidChannel,2024,1180,25.72561,-80.1009,6.705599786,564.9717514,14.77471267,5,2,0,84,0,0.287479225,0.004848274,0,0.203627504,0,0,0.184433011,0.292327499,0.388060515,-0.095733016,Stasis,-0.088383895
FLK,BISC,Biscayne,MidChannel,2024,1089,25.3622,-80.15392,7.467599761,2401.129944,33.97898194,2,5,2,79,0,0.104283405,0.012120685,0.021714991,0.19150682,0,0,0.05229462,0.13811908,0.24380144,-0.105682359,Stasis,-0.097569459
FLK,BISC,Biscayne,MidChannel,2024,1148,25.72724,-80.10211,8.229599737,225.9887006,0.114149813,1,0,0,91,0,0.062614295,0,0,0.220596463,0,0,0,0.062614295,0.220596463,-0.157982168,Stasis,-0.145854377
FLK,BISC,Biscayne,MidChannel,2024,1150,25.33071,-80.18352,3.200399898,1327.683616,33.6202027,1,1,2,88,0,0.048209508,0.002424137,0.021714991,0.213324052,0,0,0.060667462,0.072348636,0.273991514,-0.201642878,Stasis,-0.186163392
FLK,BISC,Biscayne,MidChannel,2024,1154,25.59212,-80.10577,3.809999878,508.4745763,2.274236469,2,0,0,87,3,0.145057931,0,0,0.210899915,0.183325357,0,6.43E-04,0.145057931,0.394868272,-0.249810342,Stasis,-0.230633192
FLK,BISC,Biscayne,MidChannel,2024,1202,25.38379,-80.15289,10.36319967,2090.39548,35.62134543,1,4,1,85,0,0.048209508,0.009696548,0.010857495,0.206051641,0,0,0.147086374,0.068763551,0.353138015,-0.284374464,Stasis,-0.262543936
FLK,BISC,Biscayne,MidChannel,2024,1048,25.39067,-80.16373,2.438399922,1638.418079,54.88391935,1,2,1,89,2,0.059542857,0.004848274,0.010857495,0.215748189,0.122216905,0,0.40690026,0.075248627,0.744865354,-0.669616727,Erosion,-0.618212369
FLK,BISC,Biscayne,MidChannel,2024,1185,25.56292,-80.10574,4.267199864,1129.943503,40.40447722,0,0,3,74,0,0,0,0.032572486,0.179386135,0,0,0.687458649,0.032572486,0.866844784,-0.834272298,Erosion,-0.770227852
FLK,BISC,Biscayne,MidChannel,2024,1091,25.48353,-80.12162,7.772399751,282.4858757,31.80317823,0,1,0,93,0,0,0.002424137,0,0.225444737,0,0,0.685707108,0.002424137,0.911151845,-0.908727708,Erosion,-0.838967556
FLK,BISC,Biscayne,Offshore,2024,1227,25.40598,-80.12576,19.65959938,1045.19774,68.27345501,4,46,0,41,0,0.473944815,0.1115103,0,0.099389615,0,0,0.278626683,0.585455115,0.378016298,0.207438817,Stasis,0.191514395
FLK,BISC,Biscayne,Offshore,2024,1246,25.67087,-80.08851,14.93519952,1271.186441,140.5995178,3,4,0,72,1,0.115041034,0.009696548,0,0.174537861,0.061108452,0,0.017234626,0.124737582,0.252880939,-0.128143357,Stasis,-0.118306197
